seq_id,seq_len,label,peak_mag,peak_idx,peak_freq,peak_phase,peak_to_skirt,phase_coherence,band_energy,snr,qc_flag,shuffle_mean_peak,phase_scramble_mean_peak,cohens_d_peak_mag,ci_low_peak_mag,ci_high_peak_mag,p_perm_peak_mag,cohens_d_snr,ci_low_snr,ci_high_snr,p_perm_snr,cohens_d_phase_coherence,ci_low_phase_coherence,ci_high_phase_coherence,p_perm_phase_coherence,estimated_power
0,20,high_gc,45.60088840492687,0,0.08523809523809524,1.922952651576923,45.60088840492687,0.7426433334219139,166300.60230388888,21.151064815068054,1.0,42.33769707355925,45.600888404926884,,,,,,,,,,,,,
1,20,high_gc,55.38550364564028,255,0.10523809523809523,0.140587483611938,55.38550364564028,0.9910017356399698,333940.67133951286,33.585051008660955,1.0,40.27607101157437,55.38550364564028,,,,,,,,,,,,,
2,20,high_gc,32.378253164520174,255,0.10523809523809523,-1.8482948572721187,32.378253164520174,0.6350888198740013,163295.21506522663,25.084355995796663,1.0,64.4958873620034,32.378253164520174,,,,,,,,,,,,,
3,20,high_gc,51.26862966522996,0,0.08523809523809524,0.9286940191305709,51.26862966522996,0.9624299699758666,369741.7704976776,36.715102550102344,1.0,46.36870432289925,51.268629665229966,,,,,,,,,,,,,
4,20,high_gc,55.42591284833674,0,0.08523809523809524,1.3728793186423927,55.42591284833674,0.9031436304939329,552517.3536042478,45.80502974564649,1.0,59.16151479940495,55.425912848336736,,,,,,,,,,,,,
5,20,high_gc,87.01597625464066,0,0.08523809523809524,0.8912006866909242,87.01597625464066,0.9582448221173836,1054394.5877000422,61.88962390698224,1.0,59.86968354475123,87.01597625464066,,,,,,,,,,,,,
6,20,high_gc,43.80092430222918,0,0.08523809523809524,1.5390748051791565,43.80092430222918,0.9547306957009911,246005.54101966484,29.42079146864998,1.0,40.88294080000563,43.80092430222918,,,,,,,,,,,,,
7,20,high_gc,43.17506943501566,255,0.10523809523809523,0.44496075406678814,43.17506943501566,0.9934053031056547,293065.6107773726,33.573075191388725,1.0,55.59021196188612,43.175069435015665,,,,,,,,,,,,,
8,20,high_gc,32.864015074285895,33,0.08782633053221288,1.8089391863173943,32.864015074285895,0.9638308128260457,185254.16107501165,26.047827163436246,0.0,50.50637963827994,32.86401507428589,,,,,,,,,,,,,
9,20,high_gc,41.31463823247542,0,0.08523809523809524,1.9675000691625142,41.31463823247542,0.9844821663545675,259694.18631450352,31.133970353114467,1.0,49.62591339021437,41.31463823247542,,,,,,,,,,,,,
10,20,high_gc,95.8258106750508,0,0.08523809523809524,1.1703920912445023,95.8258106750508,0.8984089114511786,1443759.4832555046,73.72752640501426,1.0,66.171429798598,95.82581067505082,,,,,,,,,,,,,
11,20,high_gc,36.77081372835881,0,0.08523809523809524,0.6539752444854946,36.77081372835881,0.5917601907658784,135119.19838007228,21.98010714928037,1.0,48.176384296330234,36.77081372835881,,,,,,,,,,,,,
12,20,high_gc,36.05152893831802,255,0.10523809523809523,0.4242796670212961,36.05152893831802,0.8799336550238405,110255.29612437407,19.30508529227418,1.0,43.74858864162427,36.05152893831802,,,,,,,,,,,,,
13,20,high_gc,30.913096913677553,255,0.10523809523809523,-1.6209575737291646,30.913096913677553,0.5098218213658604,98775.32786376723,19.076171771370333,1.0,47.71217759227495,30.913096913677546,,,,,,,,,,,,,
14,20,high_gc,15.866549461316296,54,0.0894733893557423,1.637379137921948,15.866549461316296,0.8054937522725888,43254.58332836492,12.635473625334605,0.0,50.340572543236775,15.866549461316295,,,,,,,,,,,,,
15,20,high_gc,24.32154418120511,31,0.08766946778711485,2.083475990268209,24.32154418120511,0.9790376322440992,106471.27959149292,19.984897696678765,0.0,47.3162994989543,24.32154418120511,,,,,,,,,,,,,
16,20,high_gc,58.347799760197304,0,0.08523809523809524,0.6920786976275703,58.347799760197304,0.9913794487634884,716631.1218515418,52.755062148016066,1.0,48.412395375609364,58.347799760197304,,,,,,,,,,,,,
17,20,high_gc,69.42475952304983,0,0.08523809523809524,1.2775298324751916,69.42475952304983,0.9736412718413234,644443.7960358119,48.422333991072946,1.0,58.33704041484188,69.42475952304983,,,,,,,,,,,,,
18,20,high_gc,106.0815001628889,0,0.08523809523809524,1.6401432750935656,106.0815001628889,0.8566530408347048,1615457.5522299614,77.43076061761624,1.0,56.504974717951455,106.08150016288891,,,,,,,,,,,,,
19,20,high_gc,63.76499691403385,255,0.10523809523809523,0.9984898452099763,63.76499691403385,0.9861007349232666,822877.5325645079,56.57418700098545,1.0,54.28234076350437,63.76499691403385,,,,,,,,,,,,,
20,20,high_gc,57.400432219579116,0,0.08523809523809524,1.0939222709825631,57.400432219579116,0.9270082469963377,336084.9727298622,31.809804505313103,1.0,51.28480634854766,57.400432219579116,,,,,,,,,,,,,
21,20,high_gc,57.001879215520034,255,0.10523809523809523,-1.5199131799588148,57.001879215520034,0.7505249918075159,667749.0498223386,51.0121594525773,1.0,49.74327012731142,57.00187921552004,,,,,,,,,,,,,
22,20,high_gc,55.87192705137846,0,0.08523809523809524,1.377074368645316,55.87192705137846,0.880804217150256,362978.3170135525,35.18820806405583,1.0,43.46082400735227,55.871927051378464,,,,,,,,,,,,,
23,20,high_gc,61.83021387325502,0,0.08523809523809524,1.9405298884440618,61.83021387325502,0.9395755880636867,666580.7768858263,50.16203391739837,1.0,60.84522515698165,61.83021387325503,,,,,,,,,,,,,
24,20,high_gc,38.266678941162745,0,0.08523809523809524,1.051941341073013,38.266678941162745,0.9933165268132025,218771.45220403734,28.016260492043184,1.0,52.57857732227279,38.266678941162745,,,,,,,,,,,,,
25,20,high_gc,54.32116378279407,0,0.08523809523809524,1.302085705875174,54.32116378279407,0.7609781673920115,374405.1508133861,37.027360844255085,1.0,54.215313967567226,54.321163782794066,,,,,,,,,,,,,
26,20,high_gc,42.88539593371532,255,0.10523809523809523,-2.6588895550263585,42.88539593371532,0.8295490603965444,412318.24830533774,40.11146463693535,1.0,49.68820085524128,42.885395933715316,,,,,,,,,,,,,
27,20,high_gc,63.99960547031955,0,0.08523809523809524,2.2333203609325794,63.99960547031955,0.9457876930456687,672762.9276243452,50.20493803912628,1.0,48.53317655721094,63.999605470319565,,,,,,,,,,,,,
28,20,high_gc,53.61511217443663,188,0.09998319327731092,2.820634817302291,53.61511217443663,0.9161977770769126,641981.82908485,49.904164944925164,0.0,52.81647972861194,53.61511217443662,,,,,,,,,,,,,
29,20,high_gc,54.62072806580478,255,0.10523809523809523,3.028540003691578,54.62072806580478,0.8514670129089974,742529.7945491732,53.85117682560285,1.0,42.379913957635,54.62072806580477,,,,,,,,,,,,,
30,20,high_gc,54.90486771848176,255,0.10523809523809523,-1.7410012731098274,54.90486771848176,0.9215531412499628,617578.2680026758,48.950049135620674,1.0,54.87270211306296,54.90486771848177,,,,,,,,,,,,,
31,20,high_gc,63.34619718375352,0,0.08523809523809524,0.6695871741189461,63.34619718375352,0.9991229116723209,750293.7567978938,53.984490805576016,1.0,59.62173608304812,63.34619718375352,,,,,,,,,,,,,
32,20,high_gc,74.75274103071136,0,0.08523809523809524,0.29270709507984644,74.75274103071136,0.9538209566079657,1063381.5445165208,64.00168306911014,1.0,48.28395236310693,74.75274103071136,,,,,,,,,,,,,
